x1,x2
-3.0704463,-18.211353
-2.7233274,-23.378342
-18.804157,-26.790714
-19.499949,15.281606
11.391632,13.996973
-18.127407,-2.9917839
4.6545405,-1.3902152
6.295425,-21.715729
6.6412363,-5.632068
-5.3633475,-12.181736
9.110516,-6.260886
-9.7032585,24.986574
-7.7385173,-11.227021
-5.388854,0.32303187
-25.829063,14.225341
-16.84987,6.420143
5.1096697,7.429673
6.648004,14.751025
6.461448,2.358584
-6.625211,18.821905
16.135332,19.429876
6.4592423,-13.179161
-1.9153775,-1.5201813
-24.30598,5.1063566
-19.195477,-25.834688
12.670825,-10.845951
11.207851,9.522248
-5.646428,-6.289708
4.7854567,13.362684
-6.507681,-30.289686
20.815706,7.598602
-7.024605,8.7384405
-9.133168,3.6889074
15.766545,-6.1351523
-7.6456084,-7.185901
5.399933,31.37632
-6.4627337,0.42201164
10.83245,8.7712555
-10.659459,-30.27814
18.191877,-0.12934852
-15.7177725,-12.566449
7.2569056,20.792889
-1.2897437,-10.470945
12.054054,-16.934254
18.785069,11.848086
4.8503356,21.366396
-15.137436,-20.824814
4.708306,31.013744
19.210106,14.201302
-10.360101,23.72606
-27.30332,-2.7713833
-11.774332,-17.604643
9.251478,-2.873978
-23.117702,16.109936
0.7921183,-4.675142
-5.2898774,-26.214
15.506655,10.456911
-1.7277312,-4.04965
24.194513,14.365683
11.568389,23.003675
-6.37604,-4.2001295
2.2823567,-4.5016685
1.636261,13.586949
7.298394,30.75954
-9.545453,0.9307258
-20.492176,14.580265
19.535725,-0.9344621
17.22779,12.900086
2.6487467,33.727238
-24.410542,7.87998
-7.274668,-25.706938
-5.552658,23.157091
-0.3604236,-15.711003
2.044945,-0.73436725
-7.549222,17.29299
-1.066775,5.8161917
4.240799,-18.062328
-15.24801,-3.587784
-3.0359287,-7.1072745
-7.137765,-0.18330304
7.5439076,-24.766638
3.9000332,-10.388463
-15.637093,-24.50399
-4.1828265,1.3366582
5.4202046,-4.8206506
-8.3857975,-17.412579
19.04337,25.853783
-19.182228,12.375099
6.076865,2.1653974
8.151591,4.5424066
-26.733011,5.0902853
-3.998154,4.7676125
-27.848667,0.5153086
